full_name,neo,pha,H,diameter,rot_per,e,a,q,i,ad,moid,moid_jup,producer,data_arc,first_obs,last_obs
"       (2011 CR84)",N,N,17.4,,,.1561089958223816,2.996342993281409,2.528586897460819,9.989341101154032,3.464099089101999,1.5374,1.51372,"Otto Matic",5431,2001-04-16,2016-02-28
"       (2011 CZ97)",N,,16.9,,,0.1082308,3.0283639,2.7006017,9.12756,3.3561261,,,MPCLINUX,,2006-??-??,2019-10-02
"       (2011 CK102)",N,N,18.5,,,.2586326474431245,2.565363911931617,1.901877051733692,12.91282663798561,3.228850772129541,.951473,2.31798,"Otto Matic",4340,2007-03-11,2019-01-27
"       (2011 CU107)",N,N,18.823,,,.2433623097419912,2.555885749743676,1.933879490249414,1.859455078428472,3.177892009237938,.928535,1.7792,"Otto Matic",21,2011-02-04,2011-02-25
"       (2011 CZ109)",N,N,18.602,,,.1509993363919897,2.657919735318473,2.256575619102211,3.953038415733325,3.059263851534736,1.2662,1.93769,"Otto Matic",35,2011-01-30,2011-03-06
"       (2011 CX115)",N,N,18.404,,,.1772121490279006,3.137839035070286,2.581775836361847,6.651490323087224,3.693902233778726,1.60834,1.59507,"Otto Matic",6,2011-01-30,2011-02-05
"       (2011 CM124)",N,N,17.1,,,.349412645751459,3.161248474338282,2.05666828104198,26.42085693534076,4.265828667634585,1.15973,1.3238,"Otto Matic",1797,2011-02-07,2016-01-09
"       (2011 DK20)",N,N,16.4,,,.1010752767503384,2.691615085797149,2.419559346094817,28.51677268746861,2.963670825499482,1.58328,2.27305,"Otto Matic",3335,2009-10-02,2018-11-19
"       (2011 DU27)",N,N,16.6,,,.0559376373568008,3.155567344269299,2.9790523625106,7.898783216762235,3.332082326027998,2.00121,1.74017,"Otto Matic",23,2011-02-08,2011-03-03
"       (2011 DA28)",N,N,18.7,,,.2243682797527388,2.60842300003853,2.023175618652407,5.524687019630131,3.193670381424654,1.03488,1.81354,"Otto Matic",2874,2011-01-30,2018-12-13
"       (2011 DD31)",N,N,18.318,,,.1042459737288431,2.291269230105931,2.052413638138601,2.259404961448134,2.53012482207326,1.05464,2.42626,"Otto Matic",6,2011-02-25,2011-03-03
"       (2011 DE35)",N,N,18.7,,,.1469348708626658,2.462665810509879,2.100814327664708,1.377023063690426,2.82451729335505,1.09196,2.15503,"Otto Matic",4434,2007-03-13,2019-05-03
"       (2011 DF42)",N,N,18.2,,,.1538955210362592,2.566692945204358,2.171690397062043,3.230943975566796,2.961695493346673,1.1832,2.03455,"Otto Matic",5768,2003-04-25,2019-02-08
"       (2011 DG54)",N,N,18.5,,,.1400486913406575,2.363810096919742,2.032761586268299,1.485919162199449,2.694858607571185,1.0496,2.38599,"Otto Matic",2550,2011-02-25,2018-02-18
"       (2011 EF5)",N,N,18.4,,,.1341769323934633,2.442957299513498,2.115168783096558,.3775548560713952,2.770745815930438,1.11779,2.18971,"Otto Matic",5994,2002-12-04,2019-05-03
"       (2011 EW5)",N,N,16.5,,,.1867707959130536,3.110038423204208,2.52917407158218,17.58884387082444,3.690902774826236,1.55784,1.69449,"Otto Matic",3159,2011-03-01,2019-10-24
"       (2011 EZ26)",N,N,17.8,,,.0633417882502382,2.320327996563959,2.173354271934505,6.446073445214075,2.467301721193413,1.1862,2.52535,"Otto Matic",1538,2011-03-06,2015-05-22
"       (2011 ET30)",N,N,16.9,,,.1562516824187455,2.638577707929311,2.226295501872759,11.84965657306023,3.050859913985863,1.28014,2.16467,"Otto Matic",1451,2011-03-05,2015-02-23
"       (2011 EK32)",N,N,17.3,,,.0236809702253865,2.834246450413124,2.767128744609483,1.91383369793745,2.901364156216764,1.75176,2.09265,"Otto Matic",3714,2006-02-01,2016-04-03
"       (2011 EQ33)",N,,17.9,,,0.0538320,2.3520752,2.2254583,7.03721,2.4786921,,,Williams,,2005-??-??,2018-02-18
"       (2011 EO34)",N,,17.4,,,0.1701338,3.0706020,2.5481888,2.37673,3.5930152,,,Williams,,2011-??-??,2017-04-27
"       (2011 EE55)",N,N,17.6,,,.2758527388261987,2.38098661196366,1.724184933944973,9.836318456963342,3.037788289982347,.74262,2.30349,"Otto Matic",7120,2000-05-04,2019-11-01
"       (2011 ET68)",N,N,16.622,,,.1058182544722191,2.517517459858484,2.251118156652925,6.964045721628531,2.783916763064044,1.27415,2.52889,"Otto Matic",17,2011-03-10,2011-03-27
"       (2011 EJ73)",N,N,18.0,,,.09618971059814765,2.293713835322471,2.073082165307835,7.1700988512411,2.514345505337107,1.06874,2.56688,"Otto Matic",3149,2011-03-10,2019-10-23
"       (2011 EP94)",N,N,17.3,,,.08242832399289932,2.917246105176351,2.676782398051851,2.436392209621322,3.157709812300851,1.67381,2.24953,"Otto Matic",3188,2011-03-05,2019-11-26
"       (2011 FK5)",N,N,16.3,,,.03596937644405491,2.980687708029989,2.873474229797691,10.77215904476605,3.087901186262287,1.85928,2.10239,"Otto Matic",6796,2001-04-16,2019-11-24
"       (2011 FX15)",N,,17.0,,,0.2480575,2.5259901,1.8993993,11.25177,3.1525809,,,Williams,,2011-??-??,2019-04-24
"       (2011 FU26)",N,N,17.1,,,.2968642189229158,2.915502191821656,2.049993910878471,13.71938006131833,3.781010472764841,1.06407,1.5525,"Otto Matic",34,2011-03-30,2011-05-03
"       (2011 FO28)",N,N,15.9,,,.22849422517706,3.202553416237656,2.470788454806286,27.19283111948914,3.934318377669026,1.54777,1.38875,"Otto Matic",3537,2010-03-27,2019-12-02
"       (2011 FS36)",N,N,16.7,,,.09230848114817418,3.005345411264646,2.727926541025172,3.503212614316749,3.282764281504121,1.73476,2.10642,"Otto Matic",4100,2008-09-04,2019-11-26
"       (2011 FN40)",N,N,16.5,,,.04453193172656563,3.171605747127282,3.030368016532627,12.42318829555899,3.312843477721938,2.01479,1.73712,"Otto Matic",3163,2011-03-30,2019-11-26
"       (2011 FN46)",N,,16.7,,,0.1211532,3.0784247,2.7054637,1.69257,3.4513857,,,Williams,,2005-??-??,2016-04-05
"       (2011 FP73)",N,,17.5,,,0.0597261,2.7210729,2.5585538,4.16375,2.8835920,,,Williams,,2002-??-??,2018-12-04
"       (2011 FO80)",N,N,18.3,,,.08386110655242186,2.228387612275122,2.041512561282021,5.457988876051078,2.415262663268223,1.04417,2.54362,"Otto Matic",6767,2001-04-16,2019-10-26
"       (2011 FA94)",N,N,17.1,,,.1236507573539891,2.864621540400831,2.510408917397717,14.70003202987834,3.218834163403944,1.5481,1.97418,"Otto Matic",1839,2011-03-28,2016-04-09
"       (2011 FU106)",N,,18.3,,,0.1437943,2.4224525,2.0741176,5.98835,2.7707874,,,Williams,,2003-??-??,2018-01-22
"       (2011 FZ108)",N,N,17.4,,,.0187095672334536,2.789864227545188,2.737667075207724,3.649731691687215,2.842061379882652,1.72583,2.14885,"Otto Matic",1387,2011-03-31,2015-01-16
"       (2011 FT112)",N,N,16.3,,,.08200231169322196,3.178446343138399,2.917806395408183,8.646435799988069,3.439086290868616,1.91023,1.91492,"Otto Matic",3979,2008-11-06,2019-09-29
"       (2011 FG113)",N,N,17.0,,,.03424372225302718,2.800730304822388,2.704822874158414,4.845682875227776,2.896637735486362,1.69136,2.22302,"Otto Matic",4683,2006-02-02,2018-11-29
"       (2011 FV116)",N,N,16.8,,,.2169762252070107,2.787169132341254,2.182419694992349,8.475182096513699,3.391918569690158,1.18558,1.91462,"Otto Matic",1388,2011-03-31,2015-01-17
"       (2011 FC118)",N,N,16.5,,,.04219668014165082,3.209292994460088,3.073871484492015,7.226370807261119,3.344714504428161,2.07253,1.8096,"Otto Matic",3134,2011-03-31,2019-10-29
"       (2011 FY125)",N,N,18.4,,,.1506649950765139,2.451594872619428,2.082225343206615,2.130287664785998,2.820964402032241,1.07439,2.15394,"Otto Matic",4502,2007-02-23,2019-06-22
"       (2011 FY145)",N,N,16.7,,,.09346596588498204,2.854212560904123,2.587440827058171,15.66755685228611,3.120984294750075,1.64233,2.02275,"Otto Matic",3191,2011-03-26,2019-12-20
"       (2011 FG149)",N,N,17.5,,,.1683761313065182,2.517536591027127,2.093643519407379,9.944265327447075,2.941429662646875,1.10939,2.31747,"Otto Matic",4941,2005-10-27,2019-05-08
"       (2011 GZ3)",N,N,17.605,,,.2532062519289877,3.055059573446287,2.281499389434181,15.33120306584876,3.828619757458394,1.27611,1.13515,"Otto Matic",26,2011-03-28,2011-04-23
"       (2011 GO22)",N,N,18.6,,,.2220881644832355,2.615991490118868,2.035010741774605,11.453393443634,3.196972238463132,1.06268,1.88181,"Otto Matic",1447,2011-04-02,2015-03-19
"       (2011 GF23)",N,N,17.6,,,.1553195819192273,3.203301074049876,2.705765690467038,10.92389926528481,3.700836457632715,1.71842,1.46852,"Otto Matic",4407,2005-03-11,2017-04-04
"       (2011 GL29)",N,,17.9,,,0.1496607,2.4626104,2.0940544,3.17685,2.8311664,,,Williams,,2007-??-??,2019-05-09
"       (2011 GU35)",N,N,17.8,,,.1441878033443424,2.566034801543997,2.196043880204232,2.539177949968682,2.936025722883761,1.18059,2.12634,"Otto Matic",1442,2011-04-03,2015-03-15
"       (2011 GQ39)",N,N,18.1,,,.1754570969668624,2.580523063198385,2.127751977873561,4.049715856110298,3.033294148523208,1.13733,1.94093,"Otto Matic",2875,2011-03-27,2019-02-08
"       (2011 GQ59)",Y,N,22.8,,,.557982536908153,2.448020753103176,1.082067922882858,1.354852988840979,3.813973583323493,.0863155,1.1424,"Otto Matic",119,2011-01-27,2011-05-26
"       (2011 HE8)",N,N,17.639,,,.4330700759295545,2.591143888862438,1.468997008168381,27.24939630200481,3.713290769556495,.710412,2.47615,"Otto Matic",39,2011-03-29,2011-05-07
"       (2011 HR65)",N,N,17.9,,,.08710976793236719,2.434693523646394,2.22260793581512,7.383049943896675,2.646779111477668,1.22428,2.35469,"Otto Matic",3485,2005-12-07,2015-06-23
"       (2011 HQ67)",N,N,17.6,,,.09314666953366665,2.367002920870812,2.146524482015235,6.747602719639342,2.587481359726389,1.14064,2.44085,"Otto Matic",5044,2005-12-01,2019-09-23
"       (2011 HS73)",N,N,18.0,,,.05370406942189741,2.326511471796958,2.201568338204734,6.406140449394798,2.451454605389183,1.20089,2.51512,"Otto Matic",5070,2005-11-03,2019-09-21
"       (2011 HC86)",N,N,18.2,,,.2689352341849369,2.56968223360828,1.878604140331965,31.16508121325885,3.260760326884594,1.02251,2.09156,"Otto Matic",4940,2005-10-13,2019-04-23
"       (2011 HV106)",N,N,16.2,,,.05225084203205716,3.183283954104829,3.016954687075715,13.44610907657145,3.349613221133942,2.00297,1.87442,"Otto Matic",3167,2011-04-27,2019-12-28
"       (2011 JD15)",N,,17.1,,,0.1625906,3.0515218,2.5553730,16.86251,3.5476706,,,Williams,,2011-??-??,2017-07-29
"       (2011 JP16)",N,N,17.2,,,.2041854801123938,2.684539003819569,2.136395118444223,12.43077733338482,3.232682889194915,1.1659,1.95904,"Otto Matic",1387,2011-05-01,2015-02-16
"       (2011 JP23)",N,N,18.3,,,.07818376808146996,2.525512954113362,2.328058835022215,18.47087552562051,2.722967073204509,1.31696,2.2949,"Otto Matic",2949,2011-05-01,2019-05-28
"       (2011 JC29)",N,N,17.7,,,.2636028644317644,2.29243192640918,1.688140304092892,22.29333860565884,2.896723548725468,.822456,2.68908,"Otto Matic",2594,2011-04-30,2018-06-06
"       (2011 JA34)",N,N,17.2,,,.1607901296698573,2.878023340884715,2.415265594710986,14.45965599670801,3.340781087058445,1.43306,2.21404,"Otto Matic",2368,2011-05-01,2017-10-24
"       (2011 JE35)",N,N,18.4,,,.03470374573573385,1.986897826533069,1.917945029558183,20.31191753543714,2.055850623507955,.908585,2.94128,"Otto Matic",1150,2011-05-08,2014-07-01
"       (2011 JA36)",N,N,18.4,,,.2039569340623362,2.193344127133732,1.745996383619905,6.775657173013498,2.640691870647558,.731092,2.59361,"Otto Matic",2711,2011-05-01,2018-10-02
"       (2011 KL10)",N,N,16.4,,,.1356693714313769,3.176281043842447,2.745356991134944,2.003661133366808,3.607205096549949,1.73347,1.71509,"Otto Matic",2722,2011-05-22,2018-11-03
"       (2011 KD30)",N,N,18.1,,,.2011907767437562,2.148191752023931,1.715995384839706,1.780171237326167,2.580388119208156,.703076,2.45557,"Otto Matic",8634,1995-03-02,2018-10-21
"       (2011 LO13)",N,N,16.6,,,.3063210812088776,3.09183284654662,2.144739266075338,22.56103172902342,4.038926427017904,1.21829,1.3824,"Otto Matic",1828,2011-06-03,2016-06-04
"       (2011 MJ12)",N,N,17.9,,,.08575862411964788,2.164639614843967,1.979003099760064,5.322991836843698,2.35027612992787,.963077,2.7024,"Otto Matic",2724,2011-06-26,2018-12-10
"       (2011 MK13)",N,N,16.5,,,.1865266110452923,3.371187602360289,2.74237140369412,16.20252662711248,4.000003801026458,1.79063,1.68524,"Otto Matic",3052,2011-06-26,2019-11-03
"       (2011 OS2)",N,N,18.3,,,.2380314669899734,2.972605636264473,2.265031955881777,7.631032356511131,3.680179316647168,1.26678,1.76326,"Otto Matic",3552,2006-10-22,2016-07-13
"       (2011 OC4)",N,N,17.8,,,.3050355682545371,2.547314355986785,1.770292873885416,13.70132646818396,3.324335838088154,.794799,2.19794,"Otto Matic",4872,2003-09-27,2017-01-28
"       (2011 OS7)",N,N,16.8,,,.1684445775427674,2.794637425187988,2.32389590471699,13.21796701314395,3.265378945658986,1.30728,1.95936,"Otto Matic",3686,2009-01-02,2019-02-05
"       (2011 OT18)",N,N,19.287,,,.4553383926353827,2.663410003277059,1.450657173455884,14.35077424263426,3.876162833098235,.439654,1.51824,"Otto Matic",54,2011-07-31,2011-09-23
"       (2011 OG29)",N,N,16.8,,,.1804440932783885,2.609611812037203,2.138722774805578,17.21170396646945,3.080500849268829,1.12258,2.12789,"Otto Matic",5,2011-07-29,2011-08-03
"       (2011 OA33)",N,N,18.3,,,.08617929443653634,2.161151057248214,1.974904583963788,1.767533468222899,2.347397530532639,.969835,2.61446,"Otto Matic",1534,2011-07-28,2015-10-09
"       (2011 OY42)",N,N,16.6,,,.0820098192989531,2.729252103915898,2.505426632052468,4.240509310436971,2.953077575779329,1.49076,2.15243,"Otto Matic",5624,2003-12-01,2019-04-25
"       (2011 OY50)",N,N,18.889,,,.2167847614676288,2.355935407853247,1.84520451242864,3.43845694201972,2.866666303277854,.839167,2.53614,"Otto Matic",7,2011-07-26,2011-08-02
"       (2011 OK54)",N,N,16.9,,,.1174842412946345,2.628614764072108,2.319793952859222,10.04929942207127,2.937435575284995,1.34759,2.54028,"Otto Matic",511,2011-07-26,2012-12-18
"       (2011 OA56)",N,N,18.1,,,.1823183069532681,2.441505691865752,1.996374507708021,3.140828140132859,2.886636876023483,.989333,2.50406,"Otto Matic",3020,2011-07-27,2019-11-02
"       (2011 OX66)",N,N,18.2,,,.1743463127432462,2.477728962800613,2.045746054159178,4.533830722597504,2.909711871442048,1.03661,2.3574,"Otto Matic",3009,2011-07-27,2019-10-22
"       (2011 PU16)",N,N,16.6,,,.2356170708445484,3.037934522439801,2.322145288845003,14.08245748892607,3.753723756034598,1.34185,1.5382,"Otto Matic",2777,2011-08-01,2019-03-09
"       (2011 QV2)",N,N,16.2,,,.1557672733736922,3.123144319654528,2.636660644629407,28.21940362191107,3.609627994679649,1.70175,2.00403,"Otto Matic",6,2011-08-20,2011-08-26
"       (2011 QY11)",Y,N,23.0,,,.562691630354601,2.573315313738878,1.125332324434687,1.389550322507901,4.021298303043068,.11849,1.41938,"Otto Matic",69,2011-08-23,2011-10-31
"       (2011 QZ19)",N,N,18.0,,,.1580871679102408,2.611805423675681,2.198912501114186,10.25519041474331,3.024698346237176,1.19086,2.36413,"Otto Matic",3801,2007-10-21,2018-03-18
"       (2011 QM43)",N,,15.7,,,0.1301775,3.1209389,2.7146629,21.05864,3.5272149,,,Williams,,2007-??-??,2019-02-05
"       (2011 QC76)",N,N,16.8,,,.09048732358590303,2.671222136617308,2.429510394771391,14.08357278320298,2.912933878463226,1.42798,2.39368,"Otto Matic",5196,2005-03-17,2019-06-08
"       (2011 QL80)",N,,17.8,,,0.3071122,3.1240264,2.1645998,11.82157,4.0834530,,,Williams,,2011-??-??,2017-11-28
"       (2011 QL99)",N,N,14.6,,,.08198170112192808,5.224905401711216,4.796558768677779,8.729286406211031,5.653252034744653,3.78525,.368232,"Otto Matic",5221,2004-12-20,2019-04-07
"       (2011 RR3)",N,N,14.2,,,.07012624387698679,5.206323771325133,4.841223840834633,19.79709540104595,5.571423701815633,3.82889,.220037,"Otto Matic",2394,2011-08-30,2018-03-20
"       (2011 RJ5)",N,,17.5,,,0.0892252,3.1126970,2.8349660,9.67287,3.3904280,,,Williams,,2011-??-??,2017-11-13
"       (2011 RK6)",N,N,17.1,,,.08291285621954168,3.084078259587221,2.828368522280251,15.8981230928392,3.33978799689419,1.81985,2.05044,"Otto Matic",6701,2000-09-03,2019-01-08
"       (2011 RY7)",N,N,17.5,,,.2318469873994886,2.467807845067596,1.89565403070785,11.8043787048177,3.039961659427342,.881002,2.09398,"Otto Matic",460,2010-06-22,2011-09-25
"       (2011 RL11)",N,N,17.1,,,.339277477322793,2.676102182358462,1.768160984869862,17.80892021782473,3.584043379847062,.762585,1.85975,"Otto Matic",1948,2011-09-03,2017-01-02
"       (2011 RK12)",N,N,16.6,,,.1130919539371736,3.207949173430272,2.845155933275902,24.21538075115535,3.570742413584642,1.85514,1.90745,"Otto Matic",913,2011-09-04,2014-03-05
"       (2011 RY19)",N,N,18.7,,,.0265820100144752,1.892532190621957,1.842224880978127,22.63449553244329,1.942839500265786,.847299,3.01634,"Otto Matic",5294,2005-04-02,2019-09-30
"       (2011 SP2)",N,N,19.4,,,.209220059619302,2.333841752999712,1.845555242295096,1.704068372084777,2.822128263704328,.829472,2.40671,"Otto Matic",2522,2011-09-17,2018-08-13
"       (2011 SV6)",N,N,16.3,,,.08968016752116985,3.137006116746022,2.855678882681305,9.063389290690123,3.41833335081074,1.88267,1.68584,"Otto Matic",5787,2003-03-26,2019-01-28
"       (2011 SA12)",N,N,17.372,,,.07438341775201145,2.801422376206445,2.593043005297248,15.844141606102,3.009801747115641,1.6168,2.23763,"Otto Matic",4,2011-09-19,2011-09-23
"       (2011 SY33)",N,N,17.5,,,.101285283158584,3.036520539173155,2.728965696546146,8.056861181598672,3.344075381800164,1.73989,2.12204,"Otto Matic",11,2011-09-19,2011-09-30
"       (2011 SS39)",N,N,17.3,,,.1662534128023928,3.063636413785033,2.554296404407588,.322016582744981,3.572976423162479,1.55562,1.88709,"Otto Matic",3628,2006-11-19,2016-10-25
"       (2011 SW54)",N,,16.3,,,0.2293326,3.1092976,2.3962343,26.22655,3.8223609,,,Williams,,2011-??-??,2015-05-11
"       (2011 SZ75)",N,N,18.9,,,.2323708219548435,2.440424591496032,1.873341123251286,9.4522525226879,3.007508059740778,.866252,2.39994,"Otto Matic",2992,2011-08-30,2019-11-08
