full_name,neo,pha,H,diameter,rot_per,e,a,q,i,ad,moid,moid_jup,producer,data_arc,first_obs,last_obs
"423890 (2006 ST40)",N,N,17.6,,,.2137736637362103,2.157757082374361,1.696485445422438,6.393802143472221,2.619028719326284,.69021,2.49946,"Otto Matic",6977,2000-10-26,2019-12-03
"423904 (2006 SV242)",N,N,17.7,,19.88,.1170954390757496,2.425098319086045,2.141130366610802,6.405242611456956,2.709066271561287,1.13725,2.54425,"Otto Matic",5965,2001-04-16,2017-08-15
"424344 (2007 VX23)",N,N,16.2,,,.03188146853284807,2.895873112320781,2.803548424815204,12.72518085542175,2.988197799826357,1.82071,2.10512,"Otto Matic",4118,2007-10-09,2019-01-17
"424365 (2007 VC220)",N,N,17.8,,,.1505837895769134,2.294913886844517,1.949337057010786,3.483391233471565,2.640490716678248,.967559,2.46858,"Otto Matic",9260,1993-12-17,2019-04-25
"424443 (2008 CE39)",N,N,17.8,,,.1711566296255128,2.357777419518352,1.954228182986452,1.615568442782979,2.761326656050252,.960271,2.66181,"Otto Matic",7156,1999-09-03,2019-04-07
"424569 (2008 FP104)",N,N,18.0,,,.1503424308994423,2.336532928358293,1.985252888032315,1.96626973012533,2.687812968684271,.987418,2.27054,"Otto Matic",5079,2004-01-30,2017-12-26
"424608 (2008 HR55)",N,N,17.5,,,.1668425646866828,2.455563321044626,2.045870838810992,3.35995238330286,2.86525580327826,1.0321,2.15978,"Otto Matic",5431,2004-04-14,2019-02-26
"424827 (2008 UT201)",N,N,15.8,,,.1478855307449551,3.004082364894914,2.559822049960869,16.83583924202386,3.448342679828958,1.56833,1.97744,"Otto Matic",3773,2008-09-22,2019-01-21
"424837 (2008 UG259)",N,N,16.6,,,.04373155103036678,3.006161361196749,2.874697262224056,4.368186864240661,3.137625460169441,1.86104,1.93215,"Otto Matic",3643,2008-10-27,2018-10-18
"424962 (2008 YO170)",N,N,15.8,4.313,,.02450408738430808,3.163932315156566,3.086403041227933,22.46267151502551,3.241461589085199,2.10368,1.82888,"Otto Matic",3133,2008-12-30,2017-07-29
"425030 (2009 FC77)",N,N,18.3,,,.07166443873367767,2.254526353079662,2.092956987375922,4.766364223605576,2.416095718783401,1.08699,2.54902,"Otto Matic",7264,1999-05-15,2019-04-04
"425075 (2009 RN65)",N,N,17.6,2.123,,.3220668663530478,2.519494704961891,1.708048940541718,15.19573594244788,3.330940469382064,.732535,2.19628,"Otto Matic",5928,2001-09-27,2017-12-20
"425160 (2009 SU358)",N,N,17.1,,,.05912254562072337,2.563750964726979,2.412175481354735,5.158623949891978,2.715326448099223,1.42307,2.52252,"Otto Matic",4383,2007-01-27,2019-01-27
"425203 (2009 VW14)",N,N,17.1,,,.0798580999036146,2.783099455030549,2.560846420709024,3.599519107873124,3.005352489352074,1.5773,2.14812,"Otto Matic",4701,2005-12-28,2018-11-11
"425237 (2009 WL10)",N,N,16.9,,,.2361746971580423,2.591432076677694,1.979401390762703,5.634919500377584,3.203462762592685,1.00353,2.11207,"Otto Matic",4839,2006-01-23,2019-04-24
"425399 (2010 CO85)",N,N,16.5,,,.1131584612962731,2.991498899727541,2.652985487264878,2.768299491192562,3.330012312190203,1.63941,1.71149,"Otto Matic",6850,2000-03-03,2018-12-04
"425494 (2010 GC67)",N,N,15.6,4.868,,.116721131479981,3.154329999412166,2.78615303281953,14.44121429539,3.522506966004802,1.82529,1.61528,"Otto Matic",4416,2007-11-03,2019-12-06
"425624 (2010 VL70)",N,N,18.0,,,.1405579173069138,2.309159131904503,1.984588533593765,3.080619694897609,2.633729730215241,.998802,2.64853,"Otto Matic",4127,2008-02-07,2019-05-27
"425871 (2011 FQ11)",N,N,16.6,,,.05366861172749646,2.632066974640468,2.490807594137723,13.71776225896187,2.773326355143214,1.54861,2.27868,"Otto Matic",6705,2000-11-24,2019-04-04
"425934 (2011 GD61)",N,N,16.7,,,.1137504503171651,2.720769651986092,2.411280878863397,10.05037146650905,3.030258425108787,1.43734,2.00539,"Otto Matic",3302,2009-12-16,2018-12-31
"425941 (2011 GS70)",N,N,16.7,,,.2186104402256313,2.65361972765441,2.07351075080046,14.31721069734387,3.233728704508361,1.13211,1.93424,"Otto Matic",4761,2005-12-26,2019-01-08
"426046 (2011 UM375)",N,N,15.3,2.382,,.2090564668925975,3.147618181110134,2.489588245040345,16.13319802245789,3.805648117179922,1.53137,1.55846,"Otto Matic",5772,2003-04-10,2019-01-28
"426081 (2012 DA28)",N,N,18.1,,,.05015568073465312,2.182773878188792,2.073295368438414,4.584827235621327,2.292252387939169,1.06699,2.69085,"Otto Matic",4287,2007-10-10,2019-07-06
"426125 (2012 GQ19)",N,N,16.9,,,.1374694324180704,2.724856679270626,2.350272178150706,14.58954304418595,3.099441180390547,1.34716,1.91243,"Otto Matic",5659,2003-04-21,2018-10-18
"426195 (2012 JY66)",N,N,16.9,,,.1116255014961176,2.607630775867237,2.316552682794347,13.90194935334883,2.898708868940127,1.33341,2.30334,"Otto Matic",6234,2000-09-27,2017-10-22
"426289 (2012 TE52)",N,N,14.3,,,.06664240237481349,5.137586189912136,4.795205103808726,5.357021593596826,5.479967276015546,3.78451,.168189,"Otto Matic",6791,2000-09-04,2019-04-09
"426367 (2013 NX22)",N,N,17.1,,,.1024198171125425,2.556294454526411,2.294479244008009,15.5387831461558,2.818109665044812,1.31867,2.43367,"Otto Matic",4409,2005-08-29,2017-09-24
"426714 (2013 TO42)",N,N,16.5,,,.2088398859248041,2.763320722309637,2.186229137888845,7.40694107501195,3.340412306730429,1.1726,1.96161,"Otto Matic",6119,2002-03-12,2018-12-12
"426726 (2013 TQ52)",N,N,16.3,,,.1466893258503588,2.656400039225483,2.26673450828263,13.34141193667596,3.046065570168336,1.29868,2.19089,"Otto Matic",3934,2007-03-14,2017-12-20
"426744 (2013 TA84)",N,N,16.8,,,.03665476895687737,2.792624150969395,2.690261157932216,6.228873925278745,2.894987144006575,1.70701,2.22129,"Otto Matic",6502,2001-02-22,2018-12-12
"426810 (2013 TD139)",N,N,16.7,,,.2657579053013074,2.529844995256276,1.857518688579972,10.30424793143755,3.202171301932581,.846914,2.17585,"Otto Matic",5862,2003-02-08,2019-02-26
"426837 (2013 VL7)",N,N,16.0,,,.04304408499089087,3.106077559918906,2.972379293441457,10.71841088133582,3.239775826396354,1.98472,1.7438,"Otto Matic",4044,2007-09-10,2018-10-06
"426912 (2013 WA83)",N,N,16.1,,,.09926085142058355,2.979601073924817,2.683843334433354,7.870454914530455,3.275358813416279,1.68659,2.04508,"Otto Matic",4111,2007-09-11,2018-12-13
"427351 (2014 WX392)",N,N,16.9,,,.1637533257569017,3.049997826212135,2.550550538618577,5.62342183917358,3.549445113805693,1.57337,1.75339,"Otto Matic",7200,2000-03-03,2019-11-19
"427383 (2014 XD27)",N,N,16.9,,,.2104265616186021,2.851373419008113,2.251368714555558,1.67920616457114,3.451378123460668,1.26857,1.73805,"Otto Matic",8760,1994-10-12,2018-10-06
"427505 (2002 CL159)",N,N,18.0,,,.07811059188020275,1.890169947858145,1.742527654476773,20.83341724056121,2.037812241239517,.753901,2.95843,"Otto Matic",5383,2002-02-07,2016-11-03
"427521 (2002 JK20)",N,N,16.2,,,.4102703589124532,2.683992907171115,1.582830173827543,11.59688844787578,3.785155640514687,.579497,1.47935,"Otto Matic",6174,2002-04-10,2019-03-06
"427753 (2004 SR36)",N,N,17.3,,,.09867924196101016,2.591450125996591,2.335727791983483,7.256486183669438,2.847172460009699,1.3377,2.57825,"Otto Matic",5278,2004-08-23,2019-02-04
"427777 (2005 AC20)",N,N,16.1,,,.1552655854061451,2.771296714956654,2.341009708174782,11.64223670249904,3.201583721738526,1.35867,2.01226,"Otto Matic",5202,2005-01-06,2019-04-05
"427781 (2005 CJ32)",N,N,17.5,,,.2071017236686094,2.874642607905957,2.279299168877407,2.028986216315146,3.469986046934507,1.27189,1.50485,"Otto Matic",4206,2005-02-01,2016-08-08
"427817 (2005 HD5)",N,N,17.7,,,.1058883189554215,2.303272020488274,2.059382418141714,6.666865539173401,2.547161622834835,1.04331,2.57629,"Otto Matic",5202,2005-04-30,2019-07-28
"427857 (2005 NP76)",N,N,17.5,,,.1168159384106316,2.478865172767366,2.189294211417114,9.120098640783642,2.768436134117618,1.20923,2.70399,"Otto Matic",4964,2005-07-10,2019-02-11
"427878 (2005 SH115)",N,N,18.0,,,.1804838079087447,2.376615277101652,1.94767470195625,.5365654125818239,2.805555852247055,.9309,2.37935,"Otto Matic",5606,2004-03-23,2019-07-29
"427986 (2006 AQ51)",N,N,17.0,,,.07047240790080794,2.616216098434129,2.431845050388619,11.53064164057531,2.80058714647964,1.46346,2.2401,"Otto Matic",6758,2000-10-01,2019-04-03
"428008 (2006 BL92)",N,N,16.3,,,.03897739869378226,2.645750060437892,2.542625605488106,13.45128855372249,2.748874515387678,1.56828,2.2837,"Otto Matic",4791,2006-01-26,2019-03-10
"428073 (2006 HQ52)",N,N,16.5,,,.3091943082565801,2.75326478345117,1.901970983284783,11.34400970187913,3.604558583617557,.888937,1.58435,"Otto Matic",5973,2002-09-01,2019-01-08
"428289 (2007 EJ126)",N,N,17.7,,,.152125454069369,2.521626639748599,2.138023042183426,2.03159866873262,2.905230237313772,1.15605,2.21937,"Otto Matic",4915,2005-09-12,2019-02-26
"428461 (2007 US1)",N,N,16.4,,,.2404078388684315,3.121766127879945,2.371269079623656,7.658474457589537,3.872263176136234,1.38683,1.66295,"Otto Matic",3995,2007-10-11,2018-09-18
"429066 (2009 FF62)",N,N,15.8,,,.07584750756491049,3.116328785847876,2.879963014688531,9.559704038978831,3.352694557007222,1.88451,1.80462,"Otto Matic",4937,2005-07-30,2019-02-04
"429194 (2009 WL83)",N,N,17.9,,,.06386846215592649,2.535992873763495,2.374022908877832,4.839141055329129,2.697962838649158,1.39138,2.49086,"Otto Matic",4909,2005-10-25,2019-04-04
"429363 (2010 GZ138)",N,N,16.7,,,.07964715093274555,3.050057589333169,2.807129192161984,4.845517550937566,3.292985986504354,1.80101,1.67748,"Otto Matic",4961,2005-05-14,2018-12-13
"429453 (2010 VS172)",N,N,18.4,,,.1625192331926529,2.367300550619324,1.982568680396126,1.502891370199277,2.752032420842522,.997463,2.51072,"Otto Matic",5553,2004-01-19,2019-04-03
"429601 (2011 EJ77)",N,N,16.8,1.733,,.07911404314631432,2.518332306555861,2.319096855798243,11.22118240055393,2.717567757313478,1.3375,2.31837,"Otto Matic",4938,2005-10-23,2019-05-01
"429693 (2011 HN51)",N,N,16.2,,,.1202391754221313,3.100588603339892,2.727776386351046,11.88853964364883,3.473400820328739,1.74602,1.57512,"Otto Matic",4017,2008-10-28,2019-10-28
"429732 (2011 LZ8)",N,N,15.9,,,.2598516728352674,3.14844011115607,2.33031268145051,27.64868890338185,3.966567540861629,1.40038,1.73102,"Otto Matic",3600,2009-01-30,2018-12-09
"429910 (2012 TK141)",N,N,16.3,,,.06121778062663397,3.08332805462458,2.894573554176627,10.34378221156884,3.272082555072534,1.92339,1.97618,"Otto Matic",5354,2004-03-15,2018-11-11
"429938 (2012 TU307)",N,N,15.5,4.816,,.03620566056964034,3.174016169632456,3.059098817552193,8.15297093618998,3.288933521712718,2.05804,1.80634,"Otto Matic",4072,2007-12-16,2019-02-08
"430084 (2013 SB57)",N,N,16.7,,,.2342715114353992,3.047514378191939,2.333568578691803,4.61409507981586,3.761460177692076,1.35149,1.44951,"Otto Matic",4058,2008-10-27,2019-12-07
"430227 (2013 VG18)",N,N,16.4,,,.1562793908964659,3.097349572975672,2.613297668317605,2.37258700425655,3.581401477633739,1.61413,1.89948,"Otto Matic",10252,1991-11-12,2019-12-07
"430253 (2013 WD22)",N,N,16.2,3.836,,.05906951436649052,2.912129754049774,2.740111663705846,13.15638783580718,3.084147844393702,1.77514,2.19254,"Otto Matic",5523,2003-11-19,2019-01-02
"430367 (2014 BW19)",N,N,16.2,,,.2743792369215022,2.990251680991883,2.169788706558091,10.6107774399763,3.810714655425675,1.21054,1.6525,"Otto Matic",6055,2002-10-28,2019-05-27
"430370 (2014 BJ33)",N,N,15.7,,,.1161344379320304,3.101115600759473,2.740969283503021,20.48263572240262,3.461261918015925,1.75323,1.54498,"Otto Matic",3732,2008-11-24,2019-02-12
"430508 (2001 UM228)",N,N,17.5,,,.1807266249242567,2.546815094467065,2.086537798137881,6.636604533765844,3.00709239079625,1.10065,2.4159,"Otto Matic",6363,2001-09-10,2019-02-11
"430642 (2003 SE89)",N,N,16.4,,,.180308122015377,2.697554238751995,2.211163299928003,13.52876664225377,3.183945177575988,1.20201,2.19598,"Otto Matic",5649,2003-08-25,2019-02-11
"430646 (2003 SH139)",N,N,16.5,,,.2648860706309999,2.793975168376004,2.053890064584298,13.4300891646778,3.53406027216771,1.07845,2.03513,"Otto Matic",5670,2003-08-01,2019-02-08
"430778 (2004 TB31)",N,N,16.8,,,.2014176162784047,2.631989919125762,2.10186078354666,18.44454626672174,3.162119054704864,1.10052,2.29668,"Otto Matic",5266,2004-09-09,2019-02-09
"430805 (2005 AJ67)",N,N,17.2,,,.1750117893253956,2.799422841565614,2.309490840984833,7.548423238160276,3.289354842146396,1.32654,1.91743,"Otto Matic",5150,2004-12-20,2019-01-26
"430811 (2005 ED123)",N,N,16.1,,,.07777585352058651,3.020542063683023,2.785616826585242,8.017776830582822,3.255467300780804,1.77973,2.10441,"Otto Matic",5049,2005-03-08,2019-01-03
"430910 (2005 SY205)",N,N,17.6,,,.1979402700728405,2.376467452030732,1.906068842756453,9.94632747862533,2.84686606130501,.897208,2.49929,"Otto Matic",4999,2005-09-22,2019-05-31
"431069 (2006 BJ233)",N,N,17.3,,,.1105997469500442,2.587956200029792,2.3017288991887,2.210146256987794,2.874183500870885,1.30302,2.58196,"Otto Matic",8176,1996-11-08,2019-03-29
"431218 (2006 SK242)",N,N,18.1,,,.06302915642604087,2.271550790806875,2.128376860683411,4.901270589399175,2.414724720930338,1.14654,2.57882,"Otto Matic",4637,2006-09-19,2019-05-31
"431263 (2006 UV44)",N,N,15.6,4.869,,.06190081844533678,3.173158587188954,2.976737473585109,27.45260100588325,3.369579700792798,1.96644,1.62598,"Otto Matic",6688,2000-10-02,2019-01-24
"431426 (2007 LE17)",N,N,16.5,,,.1927310810105309,2.666616240718053,2.152676410004224,13.86427312743047,3.180556071431881,1.14162,1.83776,"Otto Matic",4260,2007-05-07,2019-01-04
"431608 (2007 VS247)",N,N,16.4,,,.02849131171635151,3.103446198912349,3.01502494586421,10.17301823798188,3.191867451960487,2.03613,1.80142,"Otto Matic",6266,2001-10-17,2018-12-13
"431612 (2007 VE255)",N,N,16.7,,,.1586578659003756,2.854973511893563,2.40200950729443,14.63330848714036,3.307937516492697,1.41266,2.22323,"Otto Matic",5554,2002-09-10,2017-11-24
"431625 (2007 WX3)",N,N,19.1,,,.1473905289213444,1.64796989344231,1.405074739201396,11.11330492849011,1.890865047683224,.4435,3.23735,"Otto Matic",7591,1998-04-18,2019-01-29
"431638 (2007 YZ69)",N,N,18.3,,,.09879335693463034,2.238545419021541,2.017392002425764,1.150370737000737,2.459698835617318,1.02615,2.51744,"Otto Matic",5229,2005-03-10,2019-07-04
"431731 (2008 FG56)",N,N,18.3,,,.2316407456532716,2.304811272683029,1.770923070888667,.8213218822410666,2.838699474477393,.754108,2.3317,"Otto Matic",5144,2005-08-25,2019-09-25
"431795 (2008 QW15)",N,N,16.1,,,.2742285714180323,2.65459947576099,1.926632453835996,13.13687507873365,3.382566497685984,.92492,1.98977,"Otto Matic",3819,2008-08-28,2019-02-11
"431984 (2008 UK197)",N,N,17.0,,,.3118299659840528,2.54272683806819,1.749828414646648,5.482945751690634,3.335625261489732,.750038,2.08047,"Otto Matic",6716,2000-12-16,2019-05-07
"432040 (2008 WW84)",N,N,16.2,,,.1138744285538274,2.871657940288697,2.54464953333626,14.29636094904453,3.198666347241133,1.53074,1.92876,"Otto Matic",5557,2002-09-10,2017-11-27
"432095 (2008 YU167)",N,N,15.9,,,.0691017047723681,3.163147787904047,2.944568883312932,11.80076697695372,3.381726692495162,1.94124,1.8507,"Otto Matic",4936,2005-04-30,2018-11-04
"432238 (2009 OC23)",N,N,17.9,,,.2304727898235694,2.189322351438792,1.684743121279596,6.032610940711032,2.693901581597987,.670441,2.60801,"Otto Matic",7435,1999-06-18,2019-10-26
"432260 (2009 RD63)",N,N,13.8,,,.143111037227722,5.25936332181922,4.506690381676234,12.61795602934641,6.012036261962206,3.53841,.189965,"Otto Matic",5967,2001-02-20,2017-06-23
"432327 (2009 UR85)",N,N,17.8,,,.2267182236811835,2.333973077824373,1.804818847500327,2.068748812460245,2.86312730814842,.799517,2.58028,"Otto Matic",10127,1991-10-08,2019-06-30
"432494 (2010 EQ88)",N,N,16.5,,,.09260893982177876,2.686925625983281,2.438092292381,13.04760756399007,2.935758959585562,1.46826,2.22235,"Otto Matic",5697,2003-08-22,2019-03-28
"432496 (2010 EA103)",N,N,17.0,,,.1085226306460955,2.877123099390285,2.564890131951803,5.404195968629232,3.189356066828766,1.55897,1.78198,"Otto Matic",4635,2005-03-17,2017-11-24
"432910 (2011 QA35)",N,N,15.7,,,.2345997914679614,3.10484522368212,2.376449181665999,15.92721485727622,3.833241265698242,1.38221,1.58561,"Otto Matic",4345,2007-03-14,2019-02-04
"433112 (2012 TO132)",N,N,16.3,,,.09312973498209803,3.010402606659319,2.73004460971172,10.9955617113587,3.290760603606919,1.74052,2.16484,"Otto Matic",4143,2007-09-25,2019-01-28
"433329 (2013 QG80)",N,N,17.8,,,.0872252590411576,1.918952094922196,1.751571001355035,21.8650858303412,2.086333188489356,.782883,3.12039,"Otto Matic",4116,2007-03-12,2018-06-18
"433451 (2013 TT156)",N,N,17.7,,,.08941713275818483,2.372342642683479,2.160214565654748,2.143476862604933,2.584470719712211,1.17777,2.46582,"Otto Matic",4070,2006-12-01,2018-01-22
"433523 (2013 WE76)",N,N,17.4,,,.08941592614626008,2.358965961722762,2.148036835507818,7.807541712777575,2.569895087937706,1.13911,2.42776,"Otto Matic",3540,2008-05-14,2018-01-22
"433586 (2013 YW40)",N,N,16.4,,,.1648834515392969,2.315530903008897,1.933738175574885,25.63835181398013,2.697323630442909,.919852,2.39336,"Otto Matic",5113,2005-07-03,2019-07-03
"433669 (2014 DX29)",N,N,16.1,,,.1346149165715831,3.142055287856332,2.71908777741825,10.40099930210137,3.565022798294413,1.74899,1.94173,"Otto Matic",6234,2000-09-03,2017-09-28
"433704 (2014 WP469)",N,N,16.2,,,.02101600156282399,2.792096605920823,2.733417899287236,6.765619387696503,2.850775312554411,1.72193,2.17529,"Otto Matic",6522,2001-02-03,2018-12-13
"433720 (2014 YS21)",N,N,16.3,,,.0741296653499952,2.635736364554679,2.440350109899428,14.05287033115329,2.83112261920993,1.44735,2.49708,"Otto Matic",7648,1998-02-23,2019-02-01
"433746 (2015 AB257)",N,N,17.3,,,.2516411026423006,2.694490133935677,2.016445665573303,6.088681074570638,3.372534602298051,1.04338,1.84397,"Otto Matic",7980,1996-12-12,2018-10-18
"434037 (2001 SL248)",N,N,16.2,,,.2107052349667499,3.081046345408155,2.431853751255484,20.03866243404196,3.730238939560827,1.43154,1.73369,"Otto Matic",5911,2001-09-19,2017-11-25
"434269 (2003 WU23)",N,N,16.1,,,.07550925619804932,2.764887192466145,2.556112617091514,15.22488631208209,2.973661767840777,1.57345,2.30184,"Otto Matic",5674,2003-11-18,2019-06-01
"434308 (2004 FW80)",N,N,17.3,,,.1980318753840459,2.349066904745362,1.883876780196042,6.002874346630551,2.814257029294682,.889093,2.17123,"Otto Matic",7638,1998-09-25,2019-08-24
"434366 (2004 TJ92)",N,N,16.9,,,.06875915221599681,2.573626386409953,2.396666017959685,5.939846714624318,2.75058675486022,1.40748,2.50728,"Otto Matic",8238,1996-12-09,2019-06-30
"434467 (2005 QO67)",N,N,18.6,,,.2099209417950794,2.311955363550053,1.826627516245441,1.142705962622675,2.797283210854665,.809905,2.36464,"Otto Matic",7671,1998-09-24,2019-09-25
"434793 (2006 QG166)",N,N,15.9,,,.1363336506274912,3.099914327470358,2.67729169057386,28.00647453313622,3.522536964366856,1.67567,1.9368,"Otto Matic",6811,1999-03-20,2017-11-11
"434810 (2006 RX84)",N,N,16.4,,,.1401778362917856,3.084799216709795,2.652378737116821,7.109449102072604,3.51721969630277,1.64695,1.84746,"Otto Matic",5000,2004-03-17,2017-11-24
"434951 (2006 UX31)",N,N,16.4,,,.02694078827741761,3.242767556223947,3.155404842058839,8.131260239513109,3.330130270389055,2.16089,1.80968,"Otto Matic",6632,2000-10-07,2018-12-04
"435066 (2006 YQ12)",N,N,17.9,,,.1804063971403124,2.42369652315841,1.9864461656539,6.753510368291127,2.860946880662921,1.00468,2.16026,"Otto Matic",4550,2006-12-16,2019-06-01
"435089 (2007 CJ28)",N,N,18.3,,,.1352359864166317,2.451823937942335,2.120249109174793,2.69317849987115,2.783398766709877,1.12718,2.1926,"Otto Matic",4509,2007-01-27,2019-06-02
"435101 (2007 DQ17)",N,N,17.3,,,.03600428754308529,2.438205916941123,2.350420050018323,7.813197829888469,2.525991783863923,1.35709,2.43724,"Otto Matic",4536,2007-01-28,2019-06-30
"435195 (2007 RB107)",N,N,17.4,,,.2626427924224038,2.745404392856297,2.024343716787786,2.547248541028841,3.466465068924809,1.01917,1.97995,"Otto Matic",4716,2005-02-17,2018-01-16
"435623 (2008 SA121)",N,N,17.9,,,.09569234216779761,2.521704960344429,2.280397106432918,1.391746386121974,2.763012814255941,1.26432,2.39373,"Otto Matic",5846,2003-05-30,2019-06-01
"435687 (2008 TO95)",N,N,16.9,,,.2747479746487372,2.412392329938219,1.749592423229545,6.987276073931556,3.075192236646893,.757258,2.41387,"Otto Matic",4022,2008-09-22,2019-09-27
"435807 (2008 VV60)",N,N,17.2,,,.2271933063830689,2.568401391318058,1.984877787105634,4.384611859684356,3.151924995530482,.987226,2.31134,"Otto Matic",4791,2006-02-24,2019-04-08
"435929 (2009 BG141)",N,N,16.9,,,.07799008352075468,2.880115076815844,2.655494661425592,3.081462853011124,3.104735492206097,1.64576,2.17959,"Otto Matic",5078,2005-05-12,2019-04-07
"436079 (2009 SQ135)",N,N,17.8,,,.1641782307273149,2.281264020423741,1.90673012972869,4.456305403212174,2.655797911118792,.902488,2.77775,"Otto Matic",6230,2002-09-13,2019-10-04
"436213 (2009 XP19)",N,N,17.4,,,.155031175532844,2.625179956278491,2.218195221671377,2.374941197666801,3.032164690885605,1.23449,2.02722,"Otto Matic",5305,2004-10-15,2019-04-25
"436303 (2010 EV33)",N,N,16.1,,,.09551585110228597,3.01746605048611,2.729250212501675,10.7872319297081,3.305681888470544,1.73955,1.91971,"Otto Matic",4995,2005-04-06,2018-12-09
"436587 (2011 JW8)",N,N,16.5,,,.1410579758682211,2.61251975150139,2.244003003438856,13.88743999056106,2.981036499563924,1.26462,2.19358,"Otto Matic",4910,2005-10-28,2019-04-08
"436608 (2011 KP26)",N,N,17.8,,,.1572674323327504,2.543161524761518,2.143205041754832,4.15683878974927,2.943118007768204,1.14267,2.0233,"Otto Matic",4385,2007-05-09,2019-05-11
"436757 (2011 YT74)",N,N,17.7,,,.07482749042632121,1.896509349739576,1.754598314528509,23.98880318416479,2.038420384950642,.779254,3.03629,"Otto Matic",3563,2008-11-05,2018-08-08
"436863 (2012 SK60)",N,N,18.0,,,.2200412116604172,2.354334443283193,1.836283839729306,4.783624046732415,2.872385046837081,.82551,2.35106,"Otto Matic",9154,1994-10-04,2019-10-27
"437034 (2012 TM307)",N,N,16.9,,,.1100140453796782,2.625143690176185,2.336341013116966,12.66826828696024,2.913946367235403,1.33046,2.51254,"Otto Matic",6677,2001-01-26,2019-05-09
"437485 (2013 YP55)",N,N,17.2,2.190,,.1553449081151723,2.704402189111815,2.284287079537769,6.836619250483644,3.124517298685861,1.30554,1.93843,"Otto Matic",8497,1995-11-24,2019-02-28
"437657 (2014 CN3)",N,N,16.0,,,.1073010093414083,3.008939350315127,2.686077120979232,11.38791854791022,3.331801579651022,1.72543,1.96403,"Otto Matic",3656,2009-03-02,2019-03-06
"437722 (2014 DD111)",N,N,16.6,,,.1020375161298557,2.96938979095263,2.666400632262472,7.44484572154099,3.272378949642787,1.69429,1.83268,"Otto Matic",5466,2004-02-18,2019-02-05
"437767 (2015 AT109)",N,N,17.9,,,.1449531241114629,2.430470443499959,2.078166159654067,2.961765633145831,2.782774727345851,1.09096,2.22546,"Otto Matic",4541,2006-11-16,2019-04-23
"437856 (2000 AM213)",N,N,17.0,,,.1826311300839175,2.62474446903714,2.145384420475375,8.533164323486965,3.104104517598905,1.1627,2.40359,"Otto Matic",6680,2000-01-06,2018-04-21
"438032 (2004 GF8)",N,N,18.3,,,.1148362026585598,2.34535020950708,2.076019097542829,5.080250809012537,2.614681321471331,1.06959,2.36501,"Otto Matic",5616,2004-04-12,2019-08-28
"438076 (2004 RY221)",N,N,17.4,,,.2626337603863901,2.432198497518638,1.79342106010919,14.69911650598984,3.070975934928086,.80631,2.44407,"Otto Matic",5525,2004-08-20,2019-10-06
"438744 (2008 TF161)",N,N,17.7,,,.07505393628862786,1.956700284328595,1.809842225852657,21.56369425671753,2.103558342804533,.866187,2.92916,"Otto Matic",5207,2005-09-01,2019-12-04
"438767 (2008 UO229)",N,N,16.7,,,.04926214744896115,2.677761126155182,2.545848862725429,13.67438526068807,2.809673389584935,1.56209,2.43531,"Otto Matic",5700,2003-10-23,2019-06-01
"438997 (2010 TC154)",N,N,16.4,,,.0458904449246153,3.216782203919935,3.069162637356465,10.96546346417006,3.364401770483405,2.07133,1.71655,"Otto Matic",4926,2005-11-04,2019-05-01
"439104 (2011 SY66)",N,N,16.9,,,.3049775285559286,2.616520548410951,1.818540578140776,4.844371302165603,3.414500518681125,.814553,1.99935,"Otto Matic",4857,2006-05-03,2019-08-20
"439269 (2012 UF10)",N,N,17.6,,,.1892427972153217,2.428924484948691,1.969268021192216,2.136428811082312,2.888580948705166,.952673,2.25673,"Otto Matic",4433,2005-11-25,2018-01-14
"439289 (2012 UF139)",N,N,16.5,,,.1311800767931618,2.60497145182912,2.263251096734182,10.48442402942683,2.946691806924059,1.2621,2.10935,"Otto Matic",4865,2006-03-04,2019-06-29
"439340 (2012 XE9)",N,N,17.0,,,.1981048179978902,2.612985086633095,2.095340151614444,9.561235804006133,3.130630021651745,1.1093,2.34796,"Otto Matic",3864,2008-10-28,2019-05-28
"439817 (2015 KY33)",N,N,17.8,,,.1024134669366238,2.362412545670993,2.120469686534251,3.148684965058203,2.604355404807734,1.13709,2.46451,"Otto Matic",5560,2002-11-04,2018-01-24
"439908 (2000 XH47)",Y,N,19.3,,,.225168648604693,1.525676310571916,1.182141837512243,16.94678188599504,1.869210783631588,.311817,3.55981,"Otto Matic",7871,1998-07-03,2020-01-20
"439947 (2001 SQ290)",N,N,17.9,,,.2456512956991187,2.309204066431809,1.741945095479161,3.033371935244758,2.876463037384456,.7362,2.53093,"Otto Matic",6661,2001-09-11,2019-12-07
"440123 (2003 SF183)",N,N,17.6,,,.2337200728574397,2.550952947088649,1.954744038439189,5.870233989972752,3.147161855738108,.949848,2.24885,"Otto Matic",7285,1999-10-19,2019-09-29
"440161 (2003 WA39)",N,N,17.0,,,.1440511263264547,2.646704894458789,2.26544407335826,12.89018731561804,3.027965715559318,1.28338,2.2199,"Otto Matic",4835,2003-10-25,2017-01-19
"440206 (2004 NX9)",N,N,17.4,,,.257470580548215,2.365158769004987,1.756199967660572,10.89492157553097,2.974117570349403,.740606,2.25506,"Otto Matic",7145,2000-05-06,2019-11-28
"440309 (2004 SC3)",N,N,16.4,,,.2019365989370252,3.090713988788527,2.466585717605485,10.97136176069858,3.714842259971569,1.45775,1.70765,"Otto Matic",5372,2004-09-06,2019-05-23
